,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:0010657,BP,GO:0010657,muscle cell apoptotic process,1/352,79/14611,0.855105411,0.902058617,0.77948185,Pten,1,
GO:0001227,MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",4/352,250/14611,0.856334313,0.903144865,0.780420493,Nfe2l1/Nkx6-2/Sp5/Zbtb18,4,
GO:0001763,BP,GO:0001763,morphogenesis of a branching structure,3/352,197/14611,0.857320438,0.903861813,0.781040018,Dlg1/Mecp2/Ntn4,3,
GO:0043433,BP,GO:0043433,negative regulation of DNA-binding transcription factor activity,2/352,141/14611,0.857412805,0.903861813,0.781040018,Pura/Trim37,2,
GO:0046332,MF,GO:0046332,SMAD binding,1/352,80/14611,0.858615107,0.904498349,0.781590058,Pura,1,
GO:0060993,BP,GO:0060993,kidney morphogenesis,1/352,80/14611,0.858615107,0.904498349,0.781590058,Dlg1,1,
GO:0097722,BP,GO:0097722,sperm motility,1/352,80/14611,0.858615107,0.904498349,0.781590058,Dnaja1,1,
GO:0001838,BP,GO:0001838,embryonic epithelial tube formation,2/352,142/14611,0.860105542,0.905437318,0.782401434,Arhgap35/Ift57,2,
GO:0071478,BP,GO:0071478,cellular response to radiation,2/352,142/14611,0.860105542,0.905437318,0.782401434,Ino80/Ptprk,2,
GO:0071824,BP,GO:0071824,protein-DNA complex subunit organization,2/352,142/14611,0.860105542,0.905437318,0.782401434,Bptf/Ino80,2,
GO:0001217,MF,GO:0001217,DNA-binding transcription repressor activity,4/352,252/14611,0.860503873,0.90564637,0.782582079,Nfe2l1/Nkx6-2/Sp5/Zbtb18,4,
GO:0017038,BP,GO:0017038,protein import,3/352,199/14611,0.86193217,0.906211331,0.78307027,App/Appl2/Kpna1,3,
GO:0002824,BP,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1/352,81/14611,0.862040025,0.906211331,0.78307027,Pagr1a,1,
GO:0017171,MF,GO:0017171,serine hydrolase activity,1/352,81/14611,0.862040025,0.906211331,0.78307027,Reln,1,
GO:0045621,BP,GO:0045621,positive regulation of lymphocyte differentiation,1/352,81/14611,0.862040025,0.906211331,0.78307027,Cd83,1,
GO:0051082,MF,GO:0051082,unfolded protein binding,1/352,81/14611,0.862040025,0.906211331,0.78307027,Dnaja1,1,
GO:0035051,BP,GO:0035051,cardiocyte differentiation,2/352,143/14611,0.862751778,0.906749319,0.783535153,Rgs2/Rgs4,2,
GO:0044782,BP,GO:0044782,cilium organization,5/352,306/14611,0.864211621,0.907830386,0.784469319,Arhgap35/Dynll2/Ift57/Rilpl1/Rsph1,5,
GO:0008234,MF,GO:0008234,cysteine-type peptidase activity,2/352,144/14611,0.865352182,0.907830386,0.784469319,Pgpep1/Usp36,2,
GO:0004843,MF,GO:0004843,thiol-dependent deubiquitinase,1/352,82/14611,0.865382207,0.907830386,0.784469319,Usp36,1,
GO:0009062,BP,GO:0009062,fatty acid catabolic process,1/352,82/14611,0.865382207,0.907830386,0.784469319,Echdc2,1,
GO:0016363,CC,GO:0016363,nuclear matrix,1/352,82/14611,0.865382207,0.907830386,0.784469319,Matr3,1,
GO:0042472,BP,GO:0042472,inner ear morphogenesis,1/352,82/14611,0.865382207,0.907830386,0.784469319,Ephb2,1,
GO:0048864,BP,GO:0048864,stem cell development,1/352,82/14611,0.865382207,0.907830386,0.784469319,Wnt7a,1,
GO:1902106,BP,GO:1902106,negative regulation of leukocyte differentiation,1/352,82/14611,0.865382207,0.907830386,0.784469319,Nme1,1,
GO:0000793,CC,GO:0000793,condensed chromosome,3/352,201/14611,0.866412865,0.908701349,0.78522193,Bod1l/Dctn3/Rsph1,3,
GO:0090092,BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,3/352,202/14611,0.868604954,0.909778308,0.786152546,Gdf10/Got1/Snx25,3,
GO:0001657,BP,GO:0001657,ureteric bud development,1/352,83/14611,0.868643647,0.909778308,0.786152546,Dlg1,1,
GO:0001892,BP,GO:0001892,embryonic placenta development,1/352,83/14611,0.868643647,0.909778308,0.786152546,Bptf,1,
GO:0072163,BP,GO:0072163,mesonephric epithelium development,1/352,83/14611,0.868643647,0.909778308,0.786152546,Dlg1,1,
GO:0072164,BP,GO:0072164,mesonephric tubule development,1/352,83/14611,0.868643647,0.909778308,0.786152546,Dlg1,1,
GO:0101005,MF,GO:0101005,deubiquitinase activity,1/352,83/14611,0.868643647,0.909778308,0.786152546,Usp36,1,
GO:0018394,BP,GO:0018394,peptidyl-lysine acetylation,2/352,146/14611,0.87041815,0.911279807,0.787450013,App/Mecp2,2,
GO:0061630,MF,GO:0061630,ubiquitin protein ligase activity,4/352,257/14611,0.870479233,0.911279807,0.787450013,Rnf7/Trim32/Trim37/Trim62,4,
GO:0001823,BP,GO:0001823,mesonephros development,1/352,84/14611,0.87182629,0.911637546,0.787759141,Dlg1,1,
GO:0007338,BP,GO:0007338,single fertilization,1/352,84/14611,0.87182629,0.911637546,0.787759141,Syt6,1,
GO:0008585,BP,GO:0008585,female gonad development,1/352,84/14611,0.87182629,0.911637546,0.787759141,Nrip1,1,
GO:0009582,BP,GO:0009582,detection of abiotic stimulus,1/352,84/14611,0.87182629,0.911637546,0.787759141,Adora1,1,
GO:1903707,BP,GO:1903707,negative regulation of hemopoiesis,1/352,84/14611,0.87182629,0.911637546,0.787759141,Nme1,1,
GO:0019827,BP,GO:0019827,stem cell population maintenance,2/352,147/14611,0.872885026,0.912123316,0.788178901,Ddx6/Wnt7a,2,
GO:0007548,BP,GO:0007548,sex differentiation,3/352,204/14611,0.872894369,0.912123316,0.788178901,Nrip1/Safb2/Tesc,3,
GO:0016757,MF,GO:0016757,glycosyltransferase activity,3/352,204/14611,0.872894369,0.912123316,0.788178901,Fut9/St6galnac3/Wdfy3,3,
GO:0031667,BP,GO:0031667,response to nutrient levels,4/352,259/14611,0.87429466,0.913172947,0.789085902,Appl2/Nenf/Prkcg/Tbl1xr1,4,
GO:0009581,BP,GO:0009581,detection of external stimulus,1/352,85/14611,0.874932034,0.913172947,0.789085902,Adora1,1,
GO:0019955,MF,GO:0019955,cytokine binding,1/352,85/14611,0.874932034,0.913172947,0.789085902,Il20rb,1,
GO:0046632,BP,GO:0046632,alpha-beta T cell differentiation,1/352,85/14611,0.874932034,0.913172947,0.789085902,Cd83,1,
GO:0071013,CC,GO:0071013,catalytic step 2 spliceosome,1/352,85/14611,0.874932034,0.913172947,0.789085902,Snrpd3,1,
GO:0031056,BP,GO:0031056,regulation of histone modification,2/352,148/14611,0.875308696,0.913172947,0.789085902,App/Mecp2,2,
GO:1903039,BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,2/352,148/14611,0.875308696,0.913172947,0.789085902,Cd83/Sirpa,2,
GO:0008202,BP,GO:0008202,steroid metabolic process,3/352,206/14611,0.87705976,0.914578876,0.790300786,App/Mecp2/Nfe2l1,3,
GO:0051321,BP,GO:0051321,meiotic cell cycle,3/352,206/14611,0.87705976,0.914578876,0.790300786,Grb14/Rsph1/Smc4,3,
GO:0072175,BP,GO:0072175,epithelial tube formation,2/352,149/14611,0.877689802,0.915025423,0.790686654,Arhgap35/Ift57,2,
GO:0006302,BP,GO:0006302,double-strand break repair,3/352,207/14611,0.879096817,0.916281602,0.791772136,Ap5s1/Ercc6/Ino80,3,
GO:0042770,BP,GO:0042770,signal transduction in response to DNA damage,2/352,150/14611,0.880028982,0.916621044,0.792065453,Ercc6/Gigyf2,2,
GO:0090575,CC,GO:0090575,RNA polymerase II transcription regulator complex,2/352,150/14611,0.880028982,0.916621044,0.792065453,Psmc5/Tbpl1,2,
GO:0098727,BP,GO:0098727,maintenance of cell number,2/352,150/14611,0.880028982,0.916621044,0.792065453,Ddx6/Wnt7a,2,
GO:0003774,MF,GO:0003774,cytoskeletal motor activity,1/352,87/14611,0.880920193,0.916898124,0.792304882,Myo5a,1,
GO:0046545,BP,GO:0046545,development of primary female sexual characteristics,1/352,87/14611,0.880920193,0.916898124,0.792304882,Nrip1,1,
GO:0051897,BP,GO:0051897,positive regulation of protein kinase B signaling,1/352,87/14611,0.880920193,0.916898124,0.792304882,Igfbp5,1,
GO:0000209,BP,GO:0000209,protein polyubiquitination,3/352,208/14611,0.881103909,0.916898124,0.792304882,Nfe2l1/Trim32/Trim62,3,
GO:0006606,BP,GO:0006606,protein import into nucleus,2/352,151/14611,0.882326865,0.917960075,0.793222529,Appl2/Kpna1,2,
GO:0000045,BP,GO:0000045,autophagosome assembly,1/352,88/14611,0.883806182,0.918445388,0.793641895,Pacs2,1,
GO:0002821,BP,GO:0002821,positive regulation of adaptive immune response,1/352,88/14611,0.883806182,0.918445388,0.793641895,Pagr1a,1,
GO:0030117,CC,GO:0030117,membrane coat,1/352,88/14611,0.883806182,0.918445388,0.793641895,Ap5s1,1,
GO:0048475,CC,GO:0048475,coated membrane,1/352,88/14611,0.883806182,0.918445388,0.793641895,Ap5s1,1,
GO:0060294,BP,GO:0060294,cilium movement involved in cell motility,1/352,88/14611,0.883806182,0.918445388,0.793641895,Dnaja1,1,
GO:0006643,BP,GO:0006643,membrane lipid metabolic process,2/352,152/14611,0.884584078,0.918832579,0.793976473,Neu1/St6galnac3,2,
GO:0032838,CC,GO:0032838,plasma membrane bounded cell projection cytoplasm,2/352,152/14611,0.884584078,0.918832579,0.793976473,Ift57/Kcnab1,2,
GO:0051052,BP,GO:0051052,regulation of DNA metabolic process,5/352,318/14611,0.884926862,0.918978101,0.79410222,Ercc6/Mecp2/Pagr1a/Prkcg/Smg1,5,
GO:0004866,MF,GO:0004866,endopeptidase inhibitor activity,1/352,89/14611,0.88662242,0.920106672,0.795077435,App,1,
GO:0016798,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds",1/352,89/14611,0.88662242,0.920106672,0.795077435,Neu1,1,
GO:0071466,BP,GO:0071466,cellular response to xenobiotic stimulus,1/352,89/14611,0.88662242,0.920106672,0.795077435,Ppp1r14a,1,
GO:0001822,BP,GO:0001822,kidney development,4/352,266/14611,0.886895427,0.920179375,0.795140258,Cux1/Dlg1/Kirrel3/Mtss1,4,
GO:0061659,MF,GO:0061659,ubiquitin-like protein ligase activity,4/352,267/14611,0.888602882,0.921739983,0.796488802,Rnf7/Trim32/Trim37/Trim62,4,
GO:0048771,BP,GO:0048771,tissue remodeling,2/352,155/14611,0.891117846,0.92392598,0.798377754,F2r/Igfbp5,2,
GO:0051170,BP,GO:0051170,import into nucleus,2/352,155/14611,0.891117846,0.92392598,0.798377754,Appl2/Kpna1,2,
GO:0007088,BP,GO:0007088,regulation of mitotic nuclear division,1/352,91/14611,0.892052329,0.9242608,0.798667076,Nfe2l1,1,
GO:0007569,BP,GO:0007569,cell aging,1/352,91/14611,0.892052329,0.9242608,0.798667076,Pten,1,
GO:0035270,BP,GO:0035270,endocrine system development,1/352,91/14611,0.892052329,0.9242608,0.798667076,Nkx6-2,1,
GO:0031348,BP,GO:0031348,negative regulation of defense response,2/352,156/14611,0.8932185,0.92476939,0.799106556,Adora1/Il20rb,2,
GO:0031461,CC,GO:0031461,cullin-RING ubiquitin ligase complex,2/352,156/14611,0.8932185,0.92476939,0.799106556,Rnf7/Tmem183a,2,
GO:1903046,BP,GO:1903046,meiotic cell cycle process,2/352,156/14611,0.8932185,0.92476939,0.799106556,Grb14/Smc4,2,
GO:0006281,BP,GO:0006281,DNA repair,7/352,427/14611,0.893359049,0.92476939,0.799106556,Ap5s1/Bod1l/Ercc6/Ino80/Prkcg/Smc4/Smg1,7,
GO:0043161,BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,6/352,376/14611,0.893792884,0.92500729,0.799312129,Csnk1e/Gna12/Herpud1/Psmc5/Psmd7/Tbl1xr1,6,
GO:0006275,BP,GO:0006275,regulation of DNA replication,1/352,92/14611,0.894669242,0.925491751,0.799730759,Ino80,1,
GO:0030414,MF,GO:0030414,peptidase inhibitor activity,1/352,92/14611,0.894669242,0.925491751,0.799730759,App,1,
GO:0001776,BP,GO:0001776,leukocyte homeostasis,1/352,93/14611,0.897222891,0.927374542,0.801357705,Ppp3cb,1,
GO:0019079,BP,GO:0019079,viral genome replication,1/352,93/14611,0.897222891,0.927374542,0.801357705,Ifitm3,1,
GO:0019783,MF,GO:0019783,ubiquitin-like protein-specific protease activity,1/352,93/14611,0.897222891,0.927374542,0.801357705,Usp36,1,
GO:0000819,BP,GO:0000819,sister chromatid segregation,2/352,158/14611,0.89730748,0.927374542,0.801357705,Ino80/Smc4,2,
GO:0008168,MF,GO:0008168,methyltransferase activity,2/352,159/14611,0.899296975,0.92838118,0.802227556,Ndufaf5/Rnmt,2,
GO:0051216,BP,GO:0051216,cartilage development,2/352,159/14611,0.899296975,0.92838118,0.802227556,Trip11/Wnt7a,2,
GO:0006476,BP,GO:0006476,protein deacetylation,1/352,94/14611,0.8997148,0.92838118,0.802227556,Tbl1xr1,1,
GO:0006906,BP,GO:0006906,vesicle fusion,1/352,94/14611,0.8997148,0.92838118,0.802227556,Syt2,1,
GO:0030282,BP,GO:0030282,bone mineralization,1/352,94/14611,0.8997148,0.92838118,0.802227556,Mtss1,1,
GO:0031123,BP,GO:0031123,RNA 3'-end processing,1/352,94/14611,0.8997148,0.92838118,0.802227556,App,1,
GO:1905037,BP,GO:1905037,autophagosome organization,1/352,94/14611,0.8997148,0.92838118,0.802227556,Pacs2,1,
GO:0062012,BP,GO:0062012,regulation of small molecule metabolic process,4/352,275/14611,0.901471448,0.929982149,0.803610976,App/Appl2/Nfe2l1/Slc4a4,4,
GO:0038061,BP,GO:0038061,NIK/NF-kappaB signaling,1/352,95/14611,0.902146459,0.930255184,0.80384691,App,1,
GO:0050671,BP,GO:0050671,positive regulation of lymphocyte proliferation,1/352,95/14611,0.902146459,0.930255184,0.80384691,Ephb2,1,
GO:0050679,BP,GO:0050679,positive regulation of epithelial cell proliferation,2/352,161/14611,0.903168847,0.93109767,0.804574914,Nme1/Wnt7a,2,
GO:0001539,BP,GO:0001539,cilium or flagellum-dependent cell motility,1/352,96/14611,0.90451932,0.93186227,0.805235616,Dnaja1,1,
GO:0060285,BP,GO:0060285,cilium-dependent cell motility,1/352,96/14611,0.90451932,0.93186227,0.805235616,Dnaja1,1,
GO:0048568,BP,GO:0048568,embryonic organ development,6/352,384/14611,0.904527095,0.93186227,0.805235616,Aldh1a1/Bptf/Dlg1/Ephb2/Ift57/Ryr2,6,
GO:0002040,BP,GO:0002040,sprouting angiogenesis,1/352,97/14611,0.9068348,0.933248322,0.806433323,Pkm,1,
GO:0016810,MF,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",1/352,97/14611,0.9068348,0.933248322,0.806433323,Dpysl4,1,
GO:0032946,BP,GO:0032946,positive regulation of mononuclear cell proliferation,1/352,97/14611,0.9068348,0.933248322,0.806433323,Ephb2,1,
GO:0090174,BP,GO:0090174,organelle membrane fusion,1/352,97/14611,0.9068348,0.933248322,0.806433323,Syt2,1,
GO:0015931,BP,GO:0015931,nucleobase-containing compound transport,2/352,163/14611,0.906901655,0.933248322,0.806433323,Adora1/Rftn1,2,
GO:0006260,BP,GO:0006260,DNA replication,3/352,223/14611,0.907845224,0.934007316,0.807089182,Bod1l/Ino80/Pura,3,
GO:0016579,BP,GO:0016579,protein deubiquitination,1/352,98/14611,0.909094284,0.934656119,0.807649821,Usp36,1,
GO:0036503,BP,GO:0036503,ERAD pathway,1/352,98/14611,0.909094284,0.934656119,0.807649821,Herpud1,1,
GO:0045446,BP,GO:0045446,endothelial cell differentiation,1/352,98/14611,0.909094284,0.934656119,0.807649821,Hapln2,1,
GO:0000956,BP,GO:0000956,nuclear-transcribed mRNA catabolic process,1/352,99/14611,0.911299122,0.936073906,0.808874951,Smg1,1,
GO:0034451,CC,GO:0034451,centriolar satellite,1/352,99/14611,0.911299122,0.936073906,0.808874951,Mien1,1,
GO:0042471,BP,GO:0042471,ear morphogenesis,1/352,99/14611,0.911299122,0.936073906,0.808874951,Ephb2,1,
GO:0051053,BP,GO:0051053,negative regulation of DNA metabolic process,1/352,99/14611,0.911299122,0.936073906,0.808874951,Ercc6,1,
GO:0004518,MF,GO:0004518,nuclease activity,2/352,166/14611,0.912249757,0.936838142,0.809535339,Endod1/Nme1,2,
GO:1902105,BP,GO:1902105,regulation of leukocyte differentiation,3/352,227/14611,0.913994199,0.938417052,0.810899697,Cd83/Nme1/Tesc,3,
GO:0022412,BP,GO:0022412,cellular process involved in reproduction in multicellular organism,4/352,284/14611,0.914368315,0.93842117,0.810903256,Grb14/Rsph1/Strbp/Tbpl1,4,
GO:0045785,BP,GO:0045785,positive regulation of cell adhesion,5/352,339/14611,0.914707195,0.93842117,0.810903256,Cd83/Edil3/Frmd5/Sirpa/Spock2,5,
GO:0001959,BP,GO:0001959,regulation of cytokine-mediated signaling pathway,1/352,101/14611,0.9155501,0.93842117,0.810903256,Trim32,1,
GO:0007368,BP,GO:0007368,determination of left/right symmetry,1/352,101/14611,0.9155501,0.93842117,0.810903256,Ift57,1,
GO:0008194,MF,GO:0008194,UDP-glycosyltransferase activity,1/352,101/14611,0.9155501,0.93842117,0.810903256,Wdfy3,1,
GO:0048706,BP,GO:0048706,embryonic skeletal system development,1/352,101/14611,0.9155501,0.93842117,0.810903256,Dlg1,1,
GO:0061135,MF,GO:0061135,endopeptidase regulator activity,1/352,101/14611,0.9155501,0.93842117,0.810903256,App,1,
GO:0016741,MF,GO:0016741,"transferase activity, transferring one-carbon groups",2/352,168/14611,0.915654004,0.93842117,0.810903256,Ndufaf5/Rnmt,2,
GO:0040029,BP,GO:0040029,"regulation of gene expression, epigenetic",1/352,102/14611,0.917598781,0.939989352,0.812258345,Mecp2,1,
GO:0046660,BP,GO:0046660,female sex differentiation,1/352,102/14611,0.917598781,0.939989352,0.812258345,Nrip1,1,
GO:0090101,BP,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1/352,103/14611,0.919597901,0.94182446,0.813844088,Snx25,1,
GO:0006631,BP,GO:0006631,fatty acid metabolic process,4/352,289/14611,0.920865362,0.942909565,0.814781743,Appl2/Echdc2/Myo5a/Nfe2l1,4,
GO:0004519,MF,GO:0004519,endonuclease activity,1/352,104/14611,0.921548655,0.943183206,0.8150182,Endod1,1,
GO:0007565,BP,GO:0007565,female pregnancy,1/352,104/14611,0.921548655,0.943183206,0.8150182,Igfbp5,1,
GO:0006473,BP,GO:0006473,protein acetylation,2/352,172/14611,0.922094382,0.943528759,0.815316797,App/Mecp2,2,
GO:0007389,BP,GO:0007389,pattern specification process,5/352,346/14611,0.923012217,0.944254827,0.815944203,Bptf/C1qa/Ift57/Reln/Wnt7a,5,
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,4/352,291/14611,0.923338398,0.944278827,0.815964942,Cd83/Nme1/Stat1/Tesc,4,
GO:0010906,BP,GO:0010906,regulation of glucose metabolic process,1/352,105/14611,0.92345221,0.944278827,0.815964942,Nfe2l1,1,
GO:0000228,CC,GO:0000228,nuclear chromosome,2/352,174/14611,0.925138517,0.945325417,0.816869316,Ino80/Rsph1,2,
GO:0001952,BP,GO:0001952,regulation of cell-matrix adhesion,1/352,106/14611,0.925309705,0.945325417,0.816869316,Pten,1,
GO:0034399,CC,GO:0034399,nuclear periphery,1/352,106/14611,0.925309705,0.945325417,0.816869316,Matr3,1,
GO:0070665,BP,GO:0070665,positive regulation of leukocyte proliferation,1/352,106/14611,0.925309705,0.945325417,0.816869316,Ephb2,1,
GO:0016747,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",2/352,175/14611,0.926618271,0.946235865,0.817656046,Abhd8/Lclat1,2,
GO:0021915,BP,GO:0021915,neural tube development,2/352,175/14611,0.926618271,0.946235865,0.817656046,Arhgap35/Ift57,2,
GO:0060759,BP,GO:0060759,regulation of response to cytokine stimulus,1/352,107/14611,0.927122251,0.946537331,0.817916548,Trim32,1,
GO:0031398,BP,GO:0031398,positive regulation of protein ubiquitination,1/352,108/14611,0.928890933,0.948129557,0.819292413,Pten,1,
GO:0000785,CC,GO:0000785,chromatin,7/352,462/14611,0.932079782,0.950967907,0.821745072,Bptf/Ddx6/Ino80/Mecp2/Nrip1/Stat1/Zbtb18,7,
GO:0005930,CC,GO:0005930,axoneme,1/352,110/14611,0.932300915,0.950967907,0.821745072,Ift57,1,
GO:0009855,BP,GO:0009855,determination of bilateral symmetry,1/352,110/14611,0.932300915,0.950967907,0.821745072,Ift57,1,
GO:0009566,BP,GO:0009566,fertilization,1/352,111/14611,0.933944255,0.951573765,0.822268603,Syt6,1,
GO:0009799,BP,GO:0009799,specification of symmetry,1/352,111/14611,0.933944255,0.951573765,0.822268603,Ift57,1,
GO:0042157,BP,GO:0042157,lipoprotein metabolic process,1/352,111/14611,0.933944255,0.951573765,0.822268603,Abhd17b,1,
GO:0046467,BP,GO:0046467,membrane lipid biosynthetic process,1/352,111/14611,0.933944255,0.951573765,0.822268603,St6galnac3,1,
GO:0097014,CC,GO:0097014,ciliary plasm,1/352,111/14611,0.933944255,0.951573765,0.822268603,Ift57,1,
GO:0061138,BP,GO:0061138,morphogenesis of a branching epithelium,2/352,181/14611,0.934933702,0.952367873,0.822954803,Dlg1/Ntn4,2,
GO:0045580,BP,GO:0045580,regulation of T cell differentiation,1/352,113/14611,0.937112555,0.954340575,0.824659443,Cd83,1,
GO:0022409,BP,GO:0022409,positive regulation of cell-cell adhesion,2/352,183/14611,0.937501747,0.954340575,0.824659443,Cd83/Sirpa,2,
GO:0048863,BP,GO:0048863,stem cell differentiation,2/352,183/14611,0.937501747,0.954340575,0.824659443,Ociad1/Wnt7a,2,
GO:0010508,BP,GO:0010508,positive regulation of autophagy,1/352,114/14611,0.938639413,0.955069816,0.825289591,Scoc,1,
GO:0051783,BP,GO:0051783,regulation of nuclear division,1/352,114/14611,0.938639413,0.955069816,0.825289591,Nfe2l1,1,
GO:0006790,BP,GO:0006790,sulfur compound metabolic process,3/352,247/14611,0.939497735,0.955728681,0.825858925,Arsg/Nfe2l1/Spock2,3,
GO:0006633,BP,GO:0006633,fatty acid biosynthetic process,1/352,115/14611,0.940129302,0.95615663,0.826228723,Myo5a,1,
GO:0003206,BP,GO:0003206,cardiac chamber morphogenesis,1/352,116/14611,0.941583116,0.956991224,0.826949907,Ryr2,1,
GO:0046822,BP,GO:0046822,regulation of nucleocytoplasmic transport,1/352,116/14611,0.941583116,0.956991224,0.826949907,Txn1,1,
GO:0061025,BP,GO:0061025,membrane fusion,1/352,116/14611,0.941583116,0.956991224,0.826949907,Syt2,1,
GO:0070646,BP,GO:0070646,protein modification by small protein removal,1/352,117/14611,0.943001726,0.958218248,0.828010197,Usp36,1,
